"spy_code","longitud","latitud","region","country"
"SPY192306","5.3672","43.269","Mediterranean_Sea","France"
"SPY192308","5.349935","43.2323","Mediterranean_Sea","France"
"SPY192312","5.37254","43.18036","Mediterranean_Sea","France"
"SPY192316","5.34951","43.27953","Mediterranean_Sea","France"
"SPY192320","5.34561","43.2175","Mediterranean_Sea","France"
"SPY192323","5.34636","43.28088","Mediterranean_Sea","France"
"SPY190417","164.595707","-20.95967903","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190418","165.96985","-22.03445401","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190419","164.581627","-21.00147497","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190420","165.980551","-22.05089402","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190422","164.1217","-20.34452403","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190423","165.978274","-22.07648397","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190424","163.924875","-20.364925","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190425","164.937613","-21.38726497","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190426","164.586165","-20.95097702","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190427","164.12554","-20.33672299","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190428","164.606232","-20.97107003","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190429","164.590195","-21.00414301","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190430","163.932218","-20.36162001","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190431","165.96515","-22.03110502","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190433","164.918786","-21.39848499","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190434","164.98312","-21.37910502","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190435","164.981901","-21.35615897","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190436","164.979331","-21.35807399","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190437","164.895984","-21.38651504","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190439","165.973843","-22.06782396","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190440","164.897325","-21.38815798","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190441","164.128379","-20.34456401","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190442","164.601102","-20.959544","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190443","164.945605","-21.38586997","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190444","164.977454","-21.35108398","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190445","165.961204","-22.05091104","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190446","164.605733","-20.96426703","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190447","166.04873","-21.98009997","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190459","166.356277","-22.28809602","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190479","166.36528","-22.29926499","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY190484","166.366385","-22.29461798","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191016","164.608105","-20.96982297","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191017","165.461305","-21.68929503","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191018","165.455735","-21.67557604","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191019","164.951005","-21.39020098","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191020","166.000649","-22.01984603","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191021","164.975569","-21.39155801","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191022","165.474884","-21.68916897","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191023","165.446166","-21.662742","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191024","165.545243","-21.73816597","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191025","166.379831","-22.22150599","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191026","165.984781","-22.022961","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191027","165.994456","-22.020646","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191028","166.21072","-22.28308397","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191030","166.217878","-22.32065602","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191031","165.467292","-21.64239502","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191032","165.561206","-21.74434997","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191033","166.369674","-22.21940196","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191034","166.233112","-22.35017097","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191035","166.229977","-22.34168102","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191036","165.44939","-21.62211701","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191037","165.450172","-21.62330196","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191038","166.368821","-22.22650001","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191039","166.221832","-22.28450504","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191042","165.554044","-21.74347197","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191043","166.033312","-21.97654202","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191049","164.620238","-20.95155001","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191050","164.63046","-20.96201196","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191076","164.029432","-20.38958204","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191077","163.935579","-20.36849703","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191078","163.934214","-20.38080602","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191079","163.929701","-20.37345199","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191087","163.940367","-20.37520699","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191088","164.613488","-20.95572998","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191093","164.02002","-20.39139303","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191441","163.2280480396","-19.4889089930803","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191449","163.219957994297","-19.4743499625474","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191458","163.224175013602","-19.480171026662","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191485","163.22723600082","-19.3880020268261","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191486","163.227148996666","-19.3972419854254","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY191512","163.226146018133","-19.3790949974209","Tropical_Southwestern_Pacific","NewCaledonia"
"SPY180774","-81.36716","13.32225","Tropical_Northwestern_Atlantic","Columbia"
"SPY181715","-81.41025","13.36541","Tropical_Northwestern_Atlantic","Columbia"
"SPY181716","-81.36716","13.32225","Tropical_Northwestern_Atlantic","Columbia"
"SPY181717","-81.41025","13.36541","Tropical_Northwestern_Atlantic","Columbia"
"SPY181718","-81.34969","13.36264","Tropical_Northwestern_Atlantic","Columbia"
"SPY181719","-81.39829","13.34043","Tropical_Northwestern_Atlantic","Columbia"
"SPY181721","-81.38029","13.39172","Tropical_Northwestern_Atlantic","Columbia"
"SPY181722","-81.41335","13.36726","Tropical_Northwestern_Atlantic","Columbia"
"SPY181723","-81.39777","13.34393","Tropical_Northwestern_Atlantic","Columbia"
"SPY181724","-81.38864","13.36786","Tropical_Northwestern_Atlantic","Columbia"
"SPY181725","-81.35909","13.38322","Tropical_Northwestern_Atlantic","Columbia"
"SPY181726","-81.35561","13.34072","Tropical_Northwestern_Atlantic","Columbia"
"SPY181727","-81.34969","13.36264","Tropical_Northwestern_Atlantic","Columbia"
"SPY181728","-81.41335","13.36726","Tropical_Northwestern_Atlantic","Columbia"
"SPY181729","-81.39829","13.34043","Tropical_Northwestern_Atlantic","Columbia"
"SPY181730","-81.38029","13.39172","Tropical_Northwestern_Atlantic","Columbia"
"SPY181731","-81.35561","13.34072","Tropical_Northwestern_Atlantic","Columbia"
"SPY181732","-81.38864","13.36786","Tropical_Northwestern_Atlantic","Columbia"
"SPY181733","-81.35909","13.38322","Tropical_Northwestern_Atlantic","Columbia"
"SPY181734","-81.39777","13.34393","Tropical_Northwestern_Atlantic","Columbia"
"SPY181499","-74.116304","11.330775","Tropical_Northwestern_Atlantic","Columbia"
"SPY181500","-74.114845","11.328275","Tropical_Northwestern_Atlantic","Columbia"
"SPY181501","-74.110443","11.337649","Tropical_Northwestern_Atlantic","Columbia"
"SPY181503","-74.112103","11.340723","Tropical_Northwestern_Atlantic","Columbia"
"SPY181504","-74.115761","11.330174","Tropical_Northwestern_Atlantic","Columbia"
"SPY181505","-74.114296","11.328421","Tropical_Northwestern_Atlantic","Columbia"
"SPY181508","-74.110443","11.337649","Tropical_Northwestern_Atlantic","Columbia"
"SPY181509","-74.114296","11.328421","Tropical_Northwestern_Atlantic","Columbia"
"SPY181514","-74.110443","11.337649","Tropical_Northwestern_Atlantic","Columbia"
"SPY181515","-74.110443","11.337649","Tropical_Northwestern_Atlantic","Columbia"
"SPY181516","-74.114845","11.328275","Tropical_Northwestern_Atlantic","Columbia"
"SPY181525","-74.110443","11.337649","Tropical_Northwestern_Atlantic","Columbia"
"SPY181530","-74.112103","11.340723","Tropical_Northwestern_Atlantic","Columbia"
"SPY181534","-74.112686","11.341963","Tropical_Northwestern_Atlantic","Columbia"
"SPY181538","-74.110443","11.337649","Tropical_Northwestern_Atlantic","Columbia"
"SPY181539","-74.116304","11.330775","Tropical_Northwestern_Atlantic","Columbia"
"SPY181540","-74.115761","11.330174","Tropical_Northwestern_Atlantic","Columbia"
"SPY181889","-74.114275","11.326676","Tropical_Northwestern_Atlantic","Columbia"
"SPY181891","-74.114275","11.326676","Tropical_Northwestern_Atlantic","Columbia"
"SPY181903","-74.112686","11.341963","Tropical_Northwestern_Atlantic","Columbia"
"YLJK04","124.1436","39.7322","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK05","124.1636","39.7828","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK06","123.7419","39.6617","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK07","123.8428","39.6617","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK08","123.9389","39.6602","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK09","124.04","39.6586","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK10","124.1281","39.6597","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK11","123.7425","39.6236","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK12","123.8425","39.6244","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK13","123.9431","39.6227","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK14","124.0381","39.6256","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK15","124.1122","39.6289","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK16","123.7567","39.7311","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK17","123.8047","39.7314","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK18","123.8669","39.7297","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK19","123.9367","39.7331","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK20","124.0075","39.7314","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK21","124.0711","39.7336","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK22","123.7336","39.6961","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK23","123.8033","39.6936","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK24","123.8711","39.6986","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK25","123.9403","39.6969","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK26","124.0039","39.6947","Cold_Temperate_Northwest_Pacific","Chine"
"YLJK27","124.0708","39.6933","Cold_Temperate_Northwest_Pacific","Chine"
