"","yellow2","purple","sienna1","X.FF3E96","royalblue3","palegreen3","species"
"Thalassoma.lutescens",0.118408323350326,9.95442559037817e-06,9.96453263488588e-06,9.8643186720196e-06,9.99419339552614e-06,9.99599837373229e-06,"Thalassoma lutescens"
"NA..1459",0.0174576294589908,9.9932158190673e-06,9.99471089592009e-06,9.97986271022903e-06,9.99908967107058e-06,9.99935296436169e-06,NA
"Labropsis.australis",0.00940618979702651,9.99629194227834e-06,9.99709605189304e-06,9.98906021344935e-06,9.99945772068566e-06,9.99960000206156e-06,"Labropsis australis"
"Lethrinus.rubrioperculatus",0.0322456733878315,9.98753472766036e-06,9.99030986729961e-06,9.96276992617502e-06,9.9984047462527e-06,9.99888408997052e-06,"Lethrinus rubrioperculatus"
"NA..1460",0.0899729111370127,9.96555492907091e-06,9.97323811707577e-06,9.89729049969362e-06,9.99575408216568e-06,9.99709429962494e-06,NA
"NA..1461",0.00402838409420866,9.99835593120856e-06,9.99870393589903e-06,9.99526494656719e-06,9.99971412022523e-06,9.9997744955842e-06,NA
"NA..1462",0.018842350229492,9.99263141246359e-06,9.99425428424481e-06,9.97801543295198e-06,9.99899122093732e-06,9.99927721652111e-06,NA
"NA..1463",0.00538282789684989,9.99782206123783e-06,9.9982889887107e-06,9.99363220624719e-06,9.99964260188263e-06,9.99972348052031e-06,NA
"NA..1464",0.0630833386514372,9.97579893281681e-06,9.98122786875221e-06,9.9279484364444e-06,9.99702665939291e-06,9.99796396205492e-06,NA
"Pteragogus.amboinensis",0.00536418251432047,9.9978578506443e-06,9.99831785368762e-06,9.9937393756361e-06,9.99966187824318e-06,9.9997399626171e-06,"Pteragogus amboinensis"
"NA..1465",0.0323206186263297,9.98740739638312e-06,9.99018243223902e-06,9.96242482943305e-06,9.99831031616302e-06,9.99880945091491e-06,NA
"NA..1466",0.061795974409557,9.97628292332029e-06,9.98155695678222e-06,9.9288605772219e-06,9.99705644995312e-06,9.99796702974287e-06,NA
"NA..1467",0.0148360608865148,9.9941302268593e-06,9.9954184817527e-06,9.98249522367807e-06,9.99915517875117e-06,9.99938387943467e-06,NA
"NA..1468",0.00804994606017126,9.99682699030398e-06,9.997521574092e-06,9.9906369065846e-06,9.99954084747557e-06,9.99965757720848e-06,NA
"NA..1469",0.034939251284128,9.98650303595802e-06,9.98950091924669e-06,9.95962634285142e-06,9.99827524509575e-06,9.99879489181533e-06,NA
"NA..1470",0.00269262082525347,9.99885929514872e-06,9.99909205388154e-06,9.9967621341874e-06,9.99976926788887e-06,9.99981026896522e-06,NA
"NA..1471",0.013490157437097,9.99465299216888e-06,9.99581829463914e-06,9.9840771399069e-06,9.9992164537242e-06,9.99942643819506e-06,NA
"NA..1472",0.0040317122891223,9.99835192931345e-06,9.99869998208504e-06,9.99522862892952e-06,9.99971274486695e-06,9.99977249056505e-06,NA
"NA..1473",0.00404003644139267,9.99833761617009e-06,9.998686867607e-06,9.99518021489077e-06,9.99970376091846e-06,9.9997649347076e-06,NA
"NA..1474",0.0040286306309617,9.99835583100058e-06,9.99870500940125e-06,9.99524915844052e-06,9.99971595508186e-06,9.999775234874e-06,NA
"NA..1475",0.0161445881037252,9.99368076115261e-06,9.99507028095364e-06,9.98117179096925e-06,9.99912660456265e-06,9.99937110838193e-06,NA
"NA..1476",0.131504294325266,9.94990778696912e-06,9.96113455747576e-06,9.85074711078198e-06,9.99399483748508e-06,9.99591298184101e-06,NA
"NA..1477",0.0229179333753759,9.99100626123704e-06,9.9929933348566e-06,9.97302939412226e-06,9.99877089115e-06,9.99911747619738e-06,NA
"NA..1478",0.00674808520993746,9.99727162511802e-06,9.99785569599544e-06,9.99193896621194e-06,9.99955892553784e-06,9.99966257198772e-06,NA
"NA..1479",0.00942206044071071,9.99626223974135e-06,9.99707139690211e-06,9.9889655001727e-06,9.99944172383342e-06,9.99958630807014e-06,NA
"NA..1480",0.0511310228864349,9.98020616237801e-06,9.98462691770715e-06,9.94065019902619e-06,9.99747138980291e-06,9.99823378074705e-06,NA
"Epinephelus.cyanopodus",0.0148028237063081,9.99417925423103e-06,9.9954628175986e-06,9.98276270945261e-06,9.99918320403048e-06,9.99940995340061e-06,"Epinephelus cyanopodus"
"NA..1481",0.0416178613283796,9.9840072920362e-06,9.98756961672584e-06,9.9521441852008e-06,9.99800406082069e-06,9.99861796440876e-06,NA
"NA..1482",0.00539892793018969,9.9977928351489e-06,9.99826370679084e-06,9.99354404553348e-06,9.99962460337718e-06,9.99970859093315e-06,NA
"Pervagor.janthinosoma",0.0121306607216391,9.99519128017301e-06,9.99623816295782e-06,9.98575443077797e-06,9.99929277507829e-06,9.99948159661385e-06,"Pervagor janthinosoma"
"NA..1483",0.0120632553435226,9.99531528879903e-06,9.99634496786485e-06,9.98612036327575e-06,9.99936747945592e-06,9.99954357944203e-06,NA
"NA..1484",0.00268076658867925,9.99887893632957e-06,9.99910906834906e-06,9.99684305793254e-06,9.9997808325822e-06,9.99982037223418e-06,NA
"NA..1485",0.00403079101787608,9.99835292382167e-06,9.99870173069911e-06,9.99523510627695e-06,9.99971356831134e-06,9.99977323252101e-06,NA
"NA..1486",0.00536837419022889,9.99784836185028e-06,9.9983103429784e-06,9.99372321740056e-06,9.99965704621209e-06,9.99973597094186e-06,NA
"NA..1487",0.00534735028049602,9.99788885596561e-06,9.99834364075201e-06,9.99383526122046e-06,9.99968019643038e-06,9.99975518159547e-06,NA
"NA..1488",0.0228530541240812,9.99112526903121e-06,9.99308253848647e-06,9.97351622173975e-06,9.99882262162924e-06,9.99916661751446e-06,NA
"NA..1489",0.0348120618265287,9.98673732483206e-06,9.98969976621966e-06,9.96037791050082e-06,9.99840422345049e-06,9.99890527992802e-06,NA
"NA..1490",0.00934663768916746,9.99640370341232e-06,9.99719455149573e-06,9.98935547059062e-06,9.99952639646533e-06,9.99965616716741e-06,NA
"NA..1491",0.002676298743112,9.99888827556713e-06,9.99911711793888e-06,9.99686019358014e-06,9.99978630519954e-06,9.99982474541426e-06,NA
"NA..1492",0.00669515006206449,9.99736097277706e-06,9.99793606249685e-06,9.99227971847684e-06,9.99961165903983e-06,9.99970823777205e-06,NA
"NA..1493",0.0334834165695168,9.98721940305552e-06,9.99008273936028e-06,9.96177653087516e-06,9.99846028008299e-06,9.99893938135139e-06,NA
"NA..1494",0.0107415392434058,9.99578678674875e-06,9.99671162176342e-06,9.98754859249114e-06,9.99940641700171e-06,9.99956630175549e-06,NA
"Triphoturus.nigrescens",0.0160484603911898,9.99385486650747e-06,9.99522057925053e-06,9.98170569010659e-06,9.99923267061632e-06,9.99945926553684e-06,"Triphoturus nigrescens"
"Nectamia.savayensis",0.0188518191005056,9.99260652120844e-06,9.99422953161752e-06,9.97805931115395e-06,9.99896944158702e-06,9.9992625981674e-06,"Nectamia savayensis"
"NA..1495",0.0187725934050247,9.99274919461668e-06,9.99436324427421e-06,9.97840841760649e-06,9.99907013242697e-06,9.99934230533318e-06,NA
"NA..1496",0.00267823731288335,9.99888474938685e-06,9.99911380916203e-06,9.99684770995579e-06,9.9997846633141e-06,9.99982323071375e-06,NA
"NA..1497",0.017413727054434,9.99327943736117e-06,9.99478288652299e-06,9.9801156771033e-06,9.99914044658187e-06,9.99939419768518e-06,NA
"NA..1498",0.00670925797333777,9.99733440271879e-06,9.9979109065531e-06,9.99221906543045e-06,9.99959454670037e-06,9.99969446312415e-06,NA
"NA..1499",0.00615132990396543,0.005915026940019,9.99388235980869e-06,9.9754180349734e-06,9.9983299717708e-06,9.9993484359224e-06,NA
"NA..1500",0.00536275542381858,9.99785887471454e-06,9.9983173204631e-06,9.99376754951853e-06,9.99966146008117e-06,9.99974020161129e-06,NA
"NA..1501",0.00268222540623368,9.99887634381753e-06,9.99910864337717e-06,9.99682171985748e-06,9.99978087381158e-06,9.99981988818893e-06,NA
"NA..1502",0.022716635272176,9.99137462064213e-06,9.99330552826958e-06,9.97422017170628e-06,9.99897765758865e-06,9.99929399634409e-06,NA
"NA..1503",0.00802627782517443,9.99687222662252e-06,9.99755482711247e-06,9.99079851045481e-06,9.99956196589586e-06,9.99967682573555e-06,NA
"NA..1504",0.00267404923855592,9.99889243924853e-06,9.99912119203436e-06,9.9968696191898e-06,9.99978908713733e-06,9.99982695888054e-06,NA
"Siganus.corallinus",0.0134024690636073,9.99480249963871e-06,9.99595116121063e-06,9.98461394823061e-06,9.99930880217337e-06,9.99950469924062e-06,"Siganus corallinus"
"NA..1505",0.0348419806363595,9.98666590250677e-06,9.98965129974827e-06,9.96023758763847e-06,9.9983732627701e-06,9.9988791414091e-06,NA
"NA..1506",0.00401885415343299,9.9983707125276e-06,9.99871826436833e-06,9.99532598035441e-06,9.99972433637841e-06,9.99978298007301e-06,NA
"Belonoperca.chabanaudi",0.00535539420934578,9.99786755732235e-06,9.99832881845612e-06,9.99381586114518e-06,9.99966980687203e-06,9.99974709214971e-06,"Belonoperca chabanaudi"
"Diaphus.chrysorhynchus",0.00804015591687558,9.99684533988934e-06,9.99753550113566e-06,9.99070586652396e-06,9.99954922412552e-06,9.99966530715207e-06,"Diaphus chrysorhynchus"
"NA..1507",0.00536100225697614,9.99786439850071e-06,9.99831929979718e-06,9.99377427877256e-06,9.99966361578574e-06,9.9997418632184e-06,NA
"Synanceia.verrucosa",0.0174586982476532,9.9932157997647e-06,9.99471212972147e-06,9.97981460965082e-06,9.9990952042085e-06,9.99935496081895e-06,"Synanceia verrucosa"
"NA..1508",0.00807311882867886,9.99679300793988e-06,9.99748522582648e-06,9.99048606981305e-06,9.99951687644019e-06,9.99963710802584e-06,NA
"NA..1509",0.00804370990359362,9.99683917828265e-06,9.99753116249073e-06,9.99066912515701e-06,9.99954799428824e-06,9.99966344223941e-06,NA
"Pristicon.trimaculatus",0.021452935181653,9.99174551306879e-06,9.99357550346178e-06,9.97532252990168e-06,9.99895410103176e-06,9.99926434833944e-06,"Pristicon trimaculatus"
"NA..1510",0.0161173948541586,9.99373709509035e-06,9.99511704626172e-06,9.98126888204595e-06,9.99916269736434e-06,9.99939917764029e-06,NA
"NA..1511",0.0053477335574712,9.9978857363744e-06,9.99834426736015e-06,9.99382307318727e-06,9.9996820087398e-06,9.99975604117777e-06,NA
"Upeneus.tragula",0.0160381355058446,9.99386360313987e-06,9.99523786152037e-06,9.98175803871327e-06,9.99924805407408e-06,9.99947093625871e-06,"Upeneus tragula"
"NA..1512",0.0441271461896906,9.98328526743888e-06,9.98706002000741e-06,9.94998181847392e-06,9.99808976234465e-06,9.99870341490459e-06,NA
"Mahidolia.mystacina",0.00534128422723018,9.99789344099452e-06,9.99835215845649e-06,9.99388303776655e-06,9.99968690211776e-06,9.99976080803741e-06,"Mahidolia mystacina"
"NA..1513",0.00266919731209313,9.99889972884502e-06,9.99912819184273e-06,9.99689884133447e-06,9.99979488209877e-06,9.99983163722905e-06,NA
"NA..1514",0.00133446602648925,9.99940172608496e-06,9.99951491573114e-06,9.99839407991387e-06,9.99984783650915e-06,9.99986605553579e-06,NA
"NA..1515",0.00936165108087095,9.99637459726458e-06,9.9971704215336e-06,9.98927113601252e-06,9.99951107853704e-06,9.99964302419059e-06,NA
"NA..1516",0.00536229034859388,9.99786281241092e-06,9.99831952925688e-06,9.99375274770604e-06,9.9996634814787e-06,9.99974151114182e-06,NA
"Diplospinus.multistriatus",0.00401644527110446,9.99838229012871e-06,9.99872331134062e-06,9.99531533836992e-06,9.99972860705123e-06,9.99978592429869e-06,"Diplospinus multistriatus"
"NA..1517",0.00267037636719227,9.99890138580983e-06,9.999127412145e-06,9.99688259243691e-06,9.99979358358664e-06,9.99983052665686e-06,NA
"NA..1518",0.0267555119924059,9.98981674519413e-06,9.99209007068203e-06,9.96958334366753e-06,9.99877517057022e-06,9.99915620670163e-06,NA
"NA..1519",0.00935811256501595,9.99638400771256e-06,9.9971763643007e-06,9.98927778230685e-06,9.99951631423671e-06,9.99964695803321e-06,NA
"Ostorhinchus.guamensis",0.053775875700067,9.97925369291613e-06,9.98389097350892e-06,9.93787734019794e-06,9.99738356012747e-06,9.99818274248695e-06,"Ostorhinchus guamensis"
"NA..1520",0.00133446602648925,9.99940172608496e-06,9.99951491573114e-06,9.99839407991387e-06,9.99984783650915e-06,9.99986605553579e-06,NA
"Notolychnus.valdiviae",0.00133446602648925,9.99940172608496e-06,9.99951491573114e-06,9.99839407991387e-06,9.99984783650915e-06,9.99986605553579e-06,"Notolychnus valdiviae"
"NA..1521",0.00534396335478778,9.99789663555458e-06,9.99834989122134e-06,9.99385104313061e-06,9.99968343390814e-06,9.9997580177783e-06,NA
"Pseudocoris.yamashiroi",0.00267214267338174,9.998897165062e-06,9.99912480789717e-06,9.99687264150759e-06,9.99979193795142e-06,9.99982907475815e-06,"Pseudocoris yamashiroi"
"NA..1522",0.0253868145957765,9.99037596403303e-06,9.99252951790387e-06,9.97122941520997e-06,9.99887267494597e-06,9.99922552941318e-06,NA
"NA..1523",0.0133657347398109,9.99487949601731e-06,9.99601491899598e-06,9.984753542653e-06,9.999355264445e-06,9.99954134950498e-06,NA
"NA..1524",0.00400226678529685,9.99840707090713e-06,9.99874626760419e-06,9.9953915469085e-06,9.99974434914277e-06,9.99979947209873e-06,NA
"NA..1525",0.00400739895086778,9.99839629987945e-06,9.99873622530436e-06,9.99537760413004e-06,9.99973759919487e-06,9.99979388448045e-06,NA
"NA..1526",0.0347722492976454,9.98679802913113e-06,9.98976671840473e-06,9.96056792741543e-06,9.99845532200728e-06,9.99894626623261e-06,NA
"NA..1527",0.0133951313462648,9.99481302142005e-06,9.99596417390032e-06,9.98464743011187e-06,9.99931853765339e-06,9.99951231830327e-06,NA
"NA..1528",0.00267626778115127,9.99888697960682e-06,9.9991171118696e-06,9.99685800047543e-06,9.9997873314746e-06,9.99982531892397e-06,NA
"NA..1529",0.00936373146637346,9.99636656043083e-06,9.99716669697083e-06,9.98926557722847e-06,9.999509342935e-06,9.99964147689978e-06,NA
"NA..1530",0.0026726344713179,9.99889534186159e-06,9.99912268217212e-06,9.99687730446201e-06,9.99979097436705e-06,9.99982841402921e-06,NA
"NA..1531",0.0322079279844899,9.98761487919637e-06,9.99038431283322e-06,9.96286534740604e-06,9.99845679337602e-06,9.99892397866596e-06,NA
"NA..1532",0.0200260510088089,9.99241375928195e-06,9.99410221753408e-06,9.9773770515385e-06,9.99909912836973e-06,9.99937883975229e-06,NA
"NA..1533",0.00534884845776616,9.99788389185072e-06,9.9983395482009e-06,9.99384151977794e-06,9.99967735569255e-06,9.99975320073817e-06,NA
"NA..1534",0.00535055439624463,9.99787826689595e-06,9.9983362880625e-06,9.99383622302036e-06,9.99967586068009e-06,9.99975186496657e-06,NA
"NA..1535",0.0215555736282807,9.99156788412811e-06,9.99341888272868e-06,9.97468134959235e-06,9.99885048508124e-06,9.99917517400412e-06,NA
"NA..1536",0.0133775055215058,9.99484559861969e-06,9.99599508841607e-06,9.98471612795129e-06,9.99934188578676e-06,9.99953049713008e-06,NA
"NA..1537",0.0134071736209626,9.99479024100827e-06,9.99594197872183e-06,9.98459910646707e-06,9.99930333590929e-06,9.99950070915697e-06,NA
"NA..1538",0.00266901096222356,9.99890313528477e-06,9.99912882678053e-06,9.99689421439504e-06,9.99979494078616e-06,9.99983170048596e-06,NA
"Pomacentrus.albicaudatus",0.0067027262640984,9.99735171507028e-06,9.99792424768952e-06,9.99222077150151e-06,9.9996050832685e-06,9.99970217257079e-06,"Pomacentrus albicaudatus"
"NA..1539",0.0321541590937423,9.98770998323709e-06,9.99045757014813e-06,9.963240151376e-06,9.99850693708283e-06,9.99896859233096e-06,NA
"NA..1540",0.00802879799897069,9.9968653857851e-06,9.99755302724318e-06,9.99076838309441e-06,9.9995622493326e-06,9.99967595511517e-06,NA
"NA..1541",0.0147963011253991,9.99419910786122e-06,9.99547446985801e-06,9.98274870891638e-06,9.99919686305986e-06,9.99941934286027e-06,NA
"NA..1542",0.00267718795747696,9.99888893599675e-06,9.99911542256453e-06,9.99684983529335e-06,9.9997857787231e-06,9.99982413434151e-06,NA
"NA..1543",0.0535199367729636,9.97970504438191e-06,9.9842882620785e-06,9.9392916450327e-06,9.99766965031246e-06,9.99841981946632e-06,NA
"NA..1544",0.0548570156086914,9.97921321094132e-06,9.98389957389308e-06,9.93779121939204e-06,9.99761137016298e-06,9.99838167917952e-06,NA
"NA..1545",0.0617856116778287,9.97627245281842e-06,9.98156931284325e-06,9.92898302930061e-06,9.99706690418925e-06,9.99797653595406e-06,NA
"NA..1546",0.0040463114780184,9.99832385783009e-06,9.99867254586862e-06,9.99518034685219e-06,9.99969301751575e-06,9.99975723963052e-06,NA
"NA..1547",0.0026889884618247,9.99886694337017e-06,9.999095873809e-06,9.9967885469529e-06,9.99977265027226e-06,9.9998132817617e-06,NA
"NA..1548",0.0134242540073448,9.994771940677e-06,9.99591985631188e-06,9.98444060234558e-06,9.99929066232338e-06,9.9994877442284e-06,NA
"NA..1549",0.0107143731676448,9.99584248008553e-06,9.99675496781228e-06,9.98766946325758e-06,9.99943971076602e-06,9.99959292186007e-06,NA
"NA..1550",0.0188294113862764,9.9926526587224e-06,9.99426620218145e-06,9.97814128725604e-06,9.99899985991937e-06,9.999286133218e-06,NA
"NA..1551",0.0168873388492652,0.00550070162919264,9.99071353364771e-06,9.96314792450469e-06,9.99785413546352e-06,9.99902679107505e-06,NA
"Coris.dorsomacula",0.00806345995218796,9.99680433826556e-06,9.9974958080111e-06,9.9905827308689e-06,9.99952349483876e-06,9.99964395243914e-06,"Coris dorsomacula"
"NA..1552",0.00537763960772608,9.99783173054799e-06,9.99829247115366e-06,9.99368809834321e-06,9.99964525092819e-06,9.99972668106163e-06,NA
"NA..1553",0.0174480133832625,9.99323556460639e-06,9.99472945054437e-06,9.97986717136616e-06,9.9991077537552e-06,9.99936532284276e-06,NA
"NA..1554",0.00134449423091235,9.99938344550323e-06,9.99949792123817e-06,9.99834403190771e-06,9.99983632523066e-06,9.99985664119284e-06,NA
"NA..1555",0.00937788982232575,9.99634055061307e-06,9.99714472198762e-06,9.9891784598318e-06,9.99949539872734e-06,9.99962945151148e-06,NA
"NA..1556",0.0148160009261962,9.99417237495032e-06,9.99544858891066e-06,9.98257327550947e-06,9.99918267490826e-06,9.99940508817679e-06,NA
"NA..1557",0.00671139706255028,9.99733601901439e-06,9.99790825958331e-06,9.99218884822401e-06,9.99959350601779e-06,9.99969318523625e-06,NA
"Epinephelus.tauvina",0.0134668983597937,9.99468954125653e-06,9.99584917430665e-06,9.98425451261818e-06,9.99923733211437e-06,9.99944535236489e-06,"Epinephelus tauvina"
"NA..1558",0.00134449423091235,9.99938344550323e-06,9.99949792123817e-06,9.99834403190771e-06,9.99983632523066e-06,9.99985664119284e-06,NA
"NA..1559",0.0107403560097926,9.99578260174147e-06,9.99671989127062e-06,9.98750393782389e-06,9.99941693206283e-06,9.99957224883622e-06,NA
"NA..1560",0.0241894304441995,9.99062351242313e-06,9.99270182590709e-06,9.97195910282963e-06,9.99877485870355e-06,9.99913430457241e-06,NA
"NA..1561",0.00535063902883072,9.99787873212501e-06,9.99833966265286e-06,9.99380667492325e-06,9.99967951966051e-06,9.99975375591732e-06,NA
"NA..1562",0.00267295520146395,9.99889389979344e-06,9.99912327183451e-06,9.99687098685466e-06,9.99979123447985e-06,9.99982847075814e-06,NA
"NA..1563",0.00671092533252134,9.99732932629398e-06,9.99791399936735e-06,9.99217067551255e-06,9.99959824201066e-06,9.99969588472781e-06,NA
"NA..1564",0.0322079318434672,9.98760071074269e-06,9.99037875294826e-06,9.96289681615131e-06,9.99845842691197e-06,9.99892513299908e-06,NA
"NA..1565",0.037424984254989,9.9858228365901e-06,9.98902559404058e-06,9.9576369097103e-06,9.99837877976493e-06,9.99889785834278e-06,NA
"NA..1566",0.0133848914106666,9.99483695031502e-06,9.99598375627732e-06,9.9846609038329e-06,9.9993347829228e-06,9.99952424053776e-06,NA
"NA..1567",0.00537567047102251,9.99783121545645e-06,9.99830042698216e-06,9.99366806236657e-06,9.99965256410724e-06,9.9997311635273e-06,NA
"NA..1568",0.0387979271635972,9.98525217838163e-06,9.9885814647254e-06,9.95594054705444e-06,9.99828357496275e-06,9.99882846740309e-06,NA
"NA..1569",0.00533756738179795,9.99790680704747e-06,9.99835789035086e-06,9.99388966068346e-06,9.99969148777487e-06,9.99976444309139e-06,NA
"Sphaeramia.nematoptera",0.00267247871451346,9.99889504494052e-06,9.99912304766092e-06,9.99687633869357e-06,9.99979163602265e-06,9.99982885285541e-06,"Sphaeramia nematoptera"
"NA..1570",0.0615630914571819,9.97665669163182e-06,9.98193069694421e-06,9.93013844586107e-06,9.99732470475607e-06,9.99818709398495e-06,NA
"NA..1571",0.0267328260919457,9.98984351392053e-06,9.99212922845223e-06,9.9696677589061e-06,9.99881179246935e-06,9.99918320434887e-06,NA
"Chaetodon.melannotus.1",0.00401744761668578,9.99838010021188e-06,9.99872007278175e-06,9.99532163368113e-06,9.99972613785662e-06,9.99978429863118e-06,"Chaetodon melannotus"
"NA..1572",0.00403699236870382,9.99834261628088e-06,9.99869138354675e-06,9.99519290795296e-06,9.99970828009708e-06,9.99976838121365e-06,NA
"NA..1573",0.00267753718345892,9.99888423402116e-06,9.99911552595185e-06,9.99684824394752e-06,9.99978640709198e-06,9.99982442081021e-06,NA
"NA..1574",0.0495636282202341,9.98110090747738e-06,9.98537371016791e-06,9.94347059632928e-06,9.99777885212541e-06,9.99848090663597e-06,NA
"NA..1575",0.00670188508214201,9.99735197245754e-06,9.99792648065696e-06,9.99222740942835e-06,9.99960558000157e-06,9.99970270978011e-06,NA
"NA..1576",0.0965198281122475,9.96330621528491e-06,9.97156168056016e-06,9.8902095907072e-06,9.99568938882727e-06,9.99707022620945e-06,NA
"NA..1577",0.00668111724163049,9.9973888920464e-06,9.99795887237523e-06,9.99233610389162e-06,9.99963020140436e-06,9.9997226799052e-06,NA
"NA..1578",0.0469884781311092,9.98193582530103e-06,9.98595959584331e-06,9.94621380083517e-06,9.99773759219541e-06,9.99844060159472e-06,NA
"NA..1579",0.081443408126285,9.96947663005229e-06,9.97637030958104e-06,9.908789352279e-06,9.99667523390481e-06,9.9977934699627e-06,NA
"NA..1580",0.00938920031553651,9.99631256669662e-06,9.99713056622583e-06,9.98910355181497e-06,9.99948615681147e-06,9.99962079866752e-06,NA
"NA..1581",0.04703875544851,9.98187919109864e-06,9.9859152905304e-06,9.94557704948923e-06,9.9977247950645e-06,9.9984163786874e-06,NA
"NA..1582",0.00668922425559631,9.99737333220411e-06,9.99794593165941e-06,9.9923001909819e-06,9.99961975118157e-06,9.99971457309355e-06,NA
"NA..1583",0.0107531051432624,9.99576602780126e-06,9.99669347980154e-06,9.98748070198628e-06,9.99939431305106e-06,9.99955607463706e-06,NA
"NA..1584",0.00268052302179015,9.99888053696509e-06,9.99911080290854e-06,9.9968278083157e-06,9.99978330414888e-06,9.9998217514688e-06,NA
"Cirrhilabrus.cyanopleura",0.00802204777883313,9.99687686848151e-06,9.99756300478487e-06,9.9908109814724e-06,9.99956900152655e-06,9.99968213091475e-06,"Cirrhilabrus cyanopleura"
"NA..1585",0.0107088448823445,9.99583974918195e-06,9.99676249172573e-06,9.98773168815032e-06,9.99944463904823e-06,9.99959748893185e-06,NA
"NA..1586",0.0267479277869199,9.98981115401211e-06,9.99210698411776e-06,9.96956766766436e-06,9.99879959986197e-06,9.99917170074608e-06,NA
"NA..1587",0.0710447683607396,9.97292059357794e-06,9.979033168533e-06,9.91895641481913e-06,9.99681106114221e-06,9.99782418494168e-06,NA
"NA..1588",0.00133366729181124,9.99940329154901e-06,9.99951570192499e-06,9.99840051553868e-06,9.99984852258966e-06,9.99986669194369e-06,NA
"NA..1589",0.0147635800331709,9.99425988156029e-06,9.99553381393757e-06,9.98288670665998e-06,9.99923689563742e-06,9.99945131238081e-06,NA
"NA..1590",0.00267507406012863,9.99889255086662e-06,9.9991190196968e-06,9.99686261176881e-06,9.99978783278829e-06,9.99982592120965e-06,NA
"NA..1591",0.00943356348308204,9.99623322959374e-06,9.99704731522715e-06,9.98896548897073e-06,9.99942234909807e-06,9.99957229145288e-06,NA
"NA..1592",0.00266636101837585,9.99890878007965e-06,9.99913320189108e-06,9.9969063020432e-06,9.99979797595878e-06,9.99983418502701e-06,NA
"NA..1593",0.00266633658179392,9.99890889493006e-06,9.99913275560214e-06,9.99690680864271e-06,9.99979816539274e-06,9.99983429801998e-06,NA
"NA..1594",0.00536242842127851,9.9978625881966e-06,9.99831885727326e-06,9.99375011140928e-06,9.99966407011063e-06,9.99974161978171e-06,NA
"NA..1595",0.00534945106806755,9.99788381989323e-06,9.99833839182762e-06,9.99383843933492e-06,9.99967636411073e-06,9.99975249207776e-06,NA
"NA..1596",0.0107307489186974,9.99581192300727e-06,9.99672881201953e-06,9.98758815159799e-06,9.99942029578809e-06,9.99957717796704e-06,NA
"NA..1597",0.0067155582477825,9.99732826988249e-06,9.99790212524203e-06,9.9921700095747e-06,9.99958783445019e-06,9.99968889089206e-06,NA
"NA..1598",0.0107239988465567,9.99582459250728e-06,9.99674046427808e-06,9.98761784067726e-06,9.99942776210691e-06,9.99958443604988e-06,NA
"NA..1599",0.0053731163363717,9.99784218339734e-06,9.99830051125741e-06,9.9937064336599e-06,9.99965032480909e-06,9.99973080340631e-06,NA
"NA..1600",0.00941182697181849,9.99628106585609e-06,9.99708666409414e-06,9.9890221999649e-06,9.99945337319408e-06,9.99959587189369e-06,NA
"NA..1601",0.00267928804705702,9.99888419600132e-06,9.99911361576859e-06,9.99683172447914e-06,9.99978428844321e-06,9.99982264685768e-06,NA
"NA..1602",0.0080185072240147,9.99688563704855e-06,9.99756966211552e-06,9.99081311002437e-06,9.99957522852845e-06,9.99968629922406e-06,NA
"Pseudalutarius.nasicornis",0.00133668069196767,9.99939803918927e-06,9.99951103054e-06,9.99838487010971e-06,9.99984486011338e-06,9.99986375241144e-06,"Pseudalutarius nasicornis"
"Lactoria.cornuta",0.00669934756630401,9.99735541956573e-06,9.99792943239352e-06,9.99225088245704e-06,9.99960746283262e-06,9.9997045581267e-06,"Lactoria cornuta"
"NA..1603",0.00133668069196767,9.99939803918927e-06,9.99951103054e-06,9.99838487010971e-06,9.99984486011338e-06,9.99986375241144e-06,NA
"NA..1604",0.00402147577594306,9.99837129668206e-06,9.9987143146569e-06,9.99529632353599e-06,9.99972247790807e-06,9.99978108563837e-06,NA
"NA..1605",0.0187495237555186,9.9927933266189e-06,9.99440309556143e-06,9.97851325107062e-06,9.9990973318796e-06,9.99936441566751e-06,NA
"NA..1606",0.00400425157437282,9.99840188577472e-06,9.99874151554815e-06,9.99539097280329e-06,9.9997418567627e-06,9.99979705865385e-06,NA
"NA..1607",0.018810087610307,9.99269220808706e-06,9.99430708143544e-06,9.97814713170735e-06,9.99903432892821e-06,9.99931071569469e-06,NA
"Paracaesio.kusakarii",0.0106887156927418,9.99588938801906e-06,9.99679850317816e-06,9.9878099031437e-06,9.99946646969211e-06,9.99961560004571e-06,"Paracaesio kusakarii"
"NA..1608",0.00939097907750286,9.996316142013e-06,9.9971236959277e-06,9.98911285369472e-06,9.99947997605127e-06,9.99961702599889e-06,NA
"Galeocerdo.cuvier",0.0160288850405321,9.9938881548173e-06,9.99525294175581e-06,9.98178455409635e-06,9.99926022828347e-06,9.99948030135901e-06,"Galeocerdo cuvier"
"NA..1609",0.0334562974413403,9.98725496230056e-06,9.99012927926127e-06,9.9618805456675e-06,9.99850219974599e-06,9.9989706839981e-06,NA
"NA..1610",0.0026740639004515,9.99889202534863e-06,9.99912071190458e-06,9.99686598869673e-06,9.99979017245397e-06,9.99982754506233e-06,NA
"NA..1611",0.0093876715341972,9.99632128778686e-06,9.99713075211285e-06,9.98911404931057e-06,9.99948649534242e-06,9.99962144565642e-06,NA
