"","yellow2","purple","sienna1","X.FF3E96","royalblue3","palegreen3","species"
"NA..538",9.9984438511466e-06,9.99471823106588e-06,0.0109343034678506,9.9923680526051e-06,9.99895641160317e-06,9.99934753272539e-06,NA
"NA..539",9.9982986384067e-06,9.99398377643362e-06,0.0127214377100657,9.99126739436255e-06,9.99886524989373e-06,9.99930403813013e-06,NA
"NA..540",9.99965954100276e-06,9.99904322313474e-06,0.00182047153093984,9.9986576436737e-06,9.99974626985865e-06,9.99981062712957e-06,NA
"NA..541",9.99954202625618e-06,9.99861552316559e-06,0.00273032590101736,9.99803795469899e-06,9.99966994787605e-06,9.9997661737232e-06,NA
"NA..542",9.99883332783345e-06,9.99606036484179e-06,0.00818655517388171,9.99435829963991e-06,9.99921621867448e-06,9.99950427938519e-06,NA
"NA..543",9.99894397330787e-06,9.99647347269597e-06,0.00728374622729249,9.99487630267736e-06,9.99928479212991e-06,9.99954136852197e-06,NA
"NA..544",9.99943036148195e-06,9.99819920402906e-06,0.00363675534872905,9.9974477401545e-06,9.99959870478815e-06,9.99972611796275e-06,NA
"NA..545",9.99647763002994e-06,9.98782918143915e-06,0.0255128745004686,9.98234968799552e-06,9.99770398106033e-06,9.99861635125646e-06,NA
"Carcharhinus.perezii",9.99597563556822e-06,9.9858087792691e-06,0.030025688431493,9.9795481272043e-06,9.99737827352386e-06,9.99843802282785e-06,"Carcharhinus perezii"
"Sphyrna.mokarran",9.99953918466384e-06,9.99861307761535e-06,0.00273157670698792,9.99802116417257e-06,9.99966914263139e-06,9.99976491023659e-06,"Sphyrna mokarran"
"NA..546",9.99831456473182e-06,9.99430223307679e-06,0.0118428825602685,9.99175504179124e-06,9.99888538017923e-06,9.99930733860296e-06,NA
"NA..547",9.9975721986663e-06,9.99110994963291e-06,0.0190711237498348,9.98676039394881e-06,9.9983886196648e-06,9.9990277875002e-06,NA
"NA..548",9.99645094014082e-06,9.98721140077845e-06,0.0272860612357256,9.98091105389033e-06,9.99766993819705e-06,9.99860131448349e-06,NA
"NA..549",9.99542412198464e-06,9.98341397395402e-06,0.0354575168100532,9.97553997334485e-06,9.99700709052144e-06,9.99822233351744e-06,NA
"NA..550",9.99893396729276e-06,9.99657522953596e-06,0.0072407829690148,9.99570079750664e-06,9.99930690095859e-06,9.99957128596196e-06,NA
"NA..551",9.99977917916032e-06,9.99948421410038e-06,0.00090512700278371,9.99937456133456e-06,9.99982583027789e-06,9.99985887880904e-06,NA
"NA..552",9.9996592615598e-06,9.99906862055284e-06,0.00180966753704148,9.99885882284528e-06,9.99975230698424e-06,9.99981837273809e-06,NA
"NA..553",9.99934988413459e-06,9.99726101108813e-06,0.00269423584144755,0.00476401074892997,9.9996327018024e-06,9.99973180215776e-06,NA
"NA..554",9.99966639697288e-06,9.99907577552836e-06,0.00180717056472248,9.99887796294399e-06,9.99975598026949e-06,9.99982123937389e-06,NA
"NA..555",9.98913611369215e-06,0.0122963299829269,9.99198357142376e-06,9.965751627518e-06,9.99742574410161e-06,9.99923580463991e-06,NA
"NA..556",9.91471368519574e-06,0.0982073531753813,9.93694783269514e-06,9.73377416598386e-06,9.98045157638392e-06,9.99476774844868e-06,NA
"Myripristis.kuntee",0.029773340180843,0.0306308342758179,9.96737639000322e-06,9.93989795782471e-06,9.98969402371966e-06,9.99640793079056e-06,"Myripristis kuntee"
"NA..557",0.0236950489900852,0.0195464733791104,9.97904444559334e-06,9.91432031815297e-06,9.99461132566956e-06,9.99800196106995e-06,NA
"NA..558",9.98737380015506e-06,0.0143332413750617,9.99063240764062e-06,9.96011297431927e-06,9.99706028839935e-06,9.99914898062043e-06,NA
"Sargocentron.diadema",9.98727288600274e-06,0.0143902489650819,9.99048377705737e-06,9.96037313632485e-06,9.9969256346432e-06,9.99907053652146e-06,"Sargocentron diadema"
"NA..559",9.9963194560108e-06,0.00409374617757054,9.99726218499083e-06,9.98852275549664e-06,9.99908126028505e-06,9.99968266221246e-06,NA
"NA..560",0.0817382164215994,0.041656121744176,9.94591279395791e-06,9.82743772359063e-06,9.98743192055141e-06,9.9951486140061e-06,NA
"NA..561",0.0151343193878815,0.00969040698071136,9.98849349692518e-06,9.95351753617563e-06,9.99709781640965e-06,9.99886423814137e-06,NA
"Gempylus.serpens",9.97489267510185e-06,0.0286250778526598,9.98158964658201e-06,9.92008074263907e-06,9.99436787666102e-06,9.99847724356525e-06,"Gempylus serpens"
"NA..562",0.000795830585996152,0.00608937535028312,9.99555254610637e-06,9.98139738325831e-06,9.99862252713578e-06,9.9995420300704e-06,NA
"NA..563",9.98735419282327e-06,0.0143471432981264,9.99062422942289e-06,9.96009858534978e-06,9.99702481045834e-06,9.99912979646247e-06,NA
"NA..564",0.00159002767467837,0.0122033532849466,9.9911517056986e-06,9.96287092101931e-06,9.99731723596024e-06,9.99916209922426e-06,NA
"Dactyloptena.orientalis",9.99451515922559e-06,0.00614816499146347,9.99594021882936e-06,9.98279661132004e-06,9.99866271948165e-06,9.99956789179056e-06,"Dactyloptena orientalis"
"NA..565",9.99630946199447e-06,0.00409877666097565,9.99725979772842e-06,9.98849123686368e-06,9.99907511263345e-06,9.99967859240929e-06,NA
"NA..566",9.99630946199447e-06,0.00409877666097565,9.99725979772842e-06,9.98849123686368e-06,9.99907511263345e-06,9.99967859240929e-06,NA
"NA..567",9.99628150779991e-06,0.00411499706108597,9.99721056272336e-06,9.98853796669591e-06,9.99904655510916e-06,9.99966056773843e-06,NA
"Heteroconger.hassi",9.99060712135759e-06,0.0100686586297983,9.99289672760926e-06,0.00452357952504291,9.99773044813966e-06,9.99925788529097e-06,"Heteroconger hassi"
"Sprattus.sprattus",9.99592389251991e-06,9.98390376770825e-06,9.98343108466947e-06,9.97045063073625e-06,9.9964333884482e-06,0.051879576170509,"Sprattus sprattus"
"NA..568",9.99780176934431e-06,9.99316739716803e-06,9.99308830483865e-06,9.98663229400813e-06,9.99826851129457e-06,0.0200266162323061,NA
"NA..569",9.99665839019713e-06,9.98948662500868e-06,9.98936276643276e-06,9.97939510826151e-06,9.99737787961003e-06,0.0310068769092126,NA
"NA..570",9.997870078325e-06,9.99338522331498e-06,9.99330864239147e-06,9.98706192874464e-06,9.99832150834661e-06,0.0193803836610028,NA
"Arnoglossus.laterna",9.99815789303974e-06,9.99427139112875e-06,9.99420236547304e-06,9.98883011951919e-06,9.99854090892122e-06,0.0167912148505384,"Arnoglossus laterna"
"NA..571",9.9968808726698e-06,9.98964255914822e-06,0.00750411369655526,9.98130451906554e-06,9.99768398686689e-06,0.0193513094518523,NA
"NA..572",9.99894396600776e-06,9.9968495425471e-06,9.99681665045237e-06,9.99387757217994e-06,9.999158530075e-06,0.00904661742692581,NA
"Diplodus.cervinus",9.99946646975239e-06,9.99855954629469e-06,9.99856060771014e-06,9.99729618779761e-06,9.9995679396872e-06,0.00388290919092641,"Diplodus cervinus"
"Mullus.barbatus",9.99305515535579e-06,9.97905729479983e-06,9.97926428269707e-06,9.9603149383304e-06,9.99468209537992e-06,0.0595791860786323,"Mullus barbatus"
"Callionymus.maculatus",9.99971876982344e-06,9.99927093976611e-06,9.99925942273738e-06,9.99868906311394e-06,9.99975359707252e-06,0.00193158165969041,"Callionymus maculatus"
"Gobio.gobio",9.99949237688547e-06,9.99859471998086e-06,9.99857975620979e-06,9.99732433049776e-06,9.99958340808734e-06,0.00387653977362836,"Gobio gobio"
"NA..573",9.99942451446583e-06,9.99837728258141e-06,9.99835986277014e-06,9.99689533557029e-06,9.99953067282267e-06,0.00452260786823663,NA
"Gobius.niger",9.99747991617037e-06,9.99258430101063e-06,9.99268444522147e-06,9.98608034609834e-06,9.99806079836683e-06,0.0207321766092299,"Gobius niger"
"NA..574",9.99975825318251e-06,9.99945545638802e-06,9.99945568775478e-06,9.99904565240848e-06,9.99979074910335e-06,0.00129341442406292,NA
"Scomber.scombrus",9.99595007617964e-06,9.98231798332451e-06,9.98170080744942e-06,9.96846764476675e-06,9.99625787337855e-06,0.0587547307670417,"Scomber scombrus"
"Lophius.budegassa",9.99966024044378e-06,9.99906369217985e-06,9.99904870240379e-06,9.99829289577707e-06,9.99970576324933e-06,0.00257475579932527,"Lophius budegassa"
"NA..575",9.99976461216552e-06,9.99946538411249e-06,9.99946026423357e-06,9.99904309921904e-06,9.9997947337871e-06,0.00129203365465644,NA
"NA..576",9.99946652608177e-06,9.99856090147083e-06,9.99856033645785e-06,9.99728750201249e-06,9.99956821265674e-06,0.00388306930089056,NA
"NA..577",9.99945520260965e-06,9.998542384058e-06,9.99855246521694e-06,9.99729768684134e-06,9.9995609599525e-06,0.0038854116246686,NA
"Pegusa.nasuta",9.99959655205862e-06,9.99898318473197e-06,9.99899715409482e-06,9.99817478566325e-06,9.99966945573471e-06,0.00259160927531701,"Pegusa nasuta"
"NA..578",9.99953062642544e-06,9.99877173549125e-06,9.99877760680795e-06,9.99772308312377e-06,9.99961847114916e-06,0.00323772409210707,NA
"NA..579",9.99952156059492e-06,9.99847723366886e-06,9.99844749634043e-06,9.99724928137963e-06,9.99958132479066e-06,0.00449312129371881,NA
"Pomatoschistus.minutus",9.99938601757028e-06,9.9980450944017e-06,9.99800512977659e-06,9.9963700336016e-06,9.9994767259012e-06,0.00578580092186341,"Pomatoschistus minutus"
"NA..580",9.99969349111725e-06,9.9992445842821e-06,9.9992378330763e-06,9.99860287714542e-06,9.99974023444323e-06,0.00193904150409209,NA
"NA..581",9.99914902315422e-06,9.99750347746988e-06,9.99747706195396e-06,9.99516595357851e-06,9.99931761339535e-06,0.00710806039109199,NA
"NA..582",9.9996924165244e-06,9.999243158664e-06,9.9992368775767e-06,9.9986007089042e-06,9.99973961036827e-06,0.00193934078151138,NA
"Alburnus.alburnus",9.99976341036275e-06,9.99946411409396e-06,9.99945931542774e-06,9.99903882568303e-06,9.99979407048428e-06,0.00129239036133899,"Alburnus alburnus"
"Echiichthys.vipera",9.99969533105024e-06,9.99924641006679e-06,9.99923915597717e-06,9.99860902262768e-06,9.99974122533854e-06,0.00193852280566363,"Echiichthys vipera"
"Cololabis.saira",9.99840566184264e-06,9.99523483116816e-06,9.99523340122865e-06,9.99086542996257e-06,9.99875014558806e-06,0.0135834895449515,"Cololabis saira"
"NA..583",9.99598219601583e-06,9.98816005948145e-06,9.98836209491717e-06,9.97785164287378e-06,9.9969324239814e-06,0.0330562911720239,NA
"NA..584",9.9997539299163e-06,9.99945146011371e-06,9.99945221514867e-06,9.99902671440164e-06,9.99978845094775e-06,0.00129476186500126,NA
"NA..585",9.99975239684884e-06,9.99944904280729e-06,9.9994511126607e-06,9.99902793195633e-06,9.99978750881903e-06,0.00129507847693717,NA
"NA..586",9.99967419454818e-06,9.99907785615728e-06,9.9990595983011e-06,9.99833949903738e-06,9.99971317319131e-06,0.00257075280519324,NA
"Atherina.boyeri",9.99968867118712e-06,9.99923695418204e-06,9.9992343399647e-06,9.99860490516433e-06,9.99973718098355e-06,0.00194009503190547,"Atherina boyeri"
"NA..587",9.99898694352556e-06,9.99714669624089e-06,9.99718993187504e-06,9.99471936848228e-06,9.99920693235447e-06,0.00777557232302518,NA
"Sphyraena.sphyraena",9.9993513672496e-06,9.99815445334761e-06,9.99813573710126e-06,9.99644880130341e-06,9.99947509047619e-06,0.00517020368047869,"Sphyraena sphyraena"
"NA..588",9.99969273380579e-06,9.99924336104553e-06,9.99923719971942e-06,9.99860331468564e-06,9.99973976921881e-06,0.00193921001245803,NA
"NA..589",9.99958356999494e-06,9.99720046775509e-06,9.99955153962029e-06,0.00976669268946595,9.99986028799343e-06,9.99984937933485e-06,NA
"NA..590",9.99925935075044e-06,9.9945115944428e-06,9.9991886415004e-06,0.019543708624086,9.99980964702547e-06,9.99979000635224e-06,NA
"NA..591",0.00652503208971314,9.98397820782904e-06,9.99622713267098e-06,0.0480490667126187,9.99945074851462e-06,9.99947749800902e-06,NA
"NA..592",9.98119929994017e-06,0.0200395054933524,9.98567507381968e-06,0.0138753582474257,9.99553479805704e-06,9.99858920254474e-06,NA
"Herklotsichthys.quadrimaculatus",0.018717256506793,9.98478146348254e-06,9.99334321617275e-06,0.0270232097057261,9.9989832043922e-06,9.9992105031254e-06,"Herklotsichthys quadrimaculatus"
"NA..593",0.0079551087797399,9.98840492651419e-06,9.99653189101581e-06,0.030620722120018,9.99954773358254e-06,9.9995919368534e-06,NA
"NA..594",9.99974010361012e-06,9.99854744464725e-06,9.99972545443891e-06,0.00488464652885371,9.99987960622069e-06,9.99987402725098e-06,NA
"Ellochelon.vaigiensis",0.0023430803842511,0.00378499742446802,9.99416724061873e-06,0.0273227637443043,9.99771557119311e-06,9.99913796047106e-06,"Ellochelon vaigiensis"
"Oedalechilus.labiosus",9.99669868731756e-06,9.97564011203378e-06,9.99645787402036e-06,0.0859806067856319,9.99920603490677e-06,9.99918816241097e-06,"Oedalechilus labiosus"
"NA..595",9.99488132114135e-06,0.00289852200641499,9.9956439871367e-06,0.0428039592293092,9.99887948500081e-06,9.99944084819489e-06,NA
"Platax.boersii",9.99788053052731e-06,9.98247892044247e-06,9.99766473936734e-06,0.0634313595391317,9.99967749577767e-06,9.99959262867811e-06,"Platax boersii"
"Malacanthus.brevirostris",9.99898705713713e-06,9.99241919476234e-06,9.99890151041925e-06,0.0269091776602831,9.9997566847534e-06,9.99973354019699e-06,"Malacanthus brevirostris"
"NA..596",9.9990754596635e-06,9.9930885549945e-06,9.99900811780093e-06,0.0244542964113641,9.9997781074815e-06,9.99975557794357e-06,NA
"Pomacentrus.nigromarginatus",0.00259075641216864,9.99150746430325e-06,9.99817210480686e-06,0.0265333455486885,9.99969161068139e-06,9.99969438563099e-06,"Pomacentrus nigromarginatus"
"Halichoeres.hartzfeldii",9.99870740039417e-06,9.98977224004173e-06,9.99858783155784e-06,0.0366331891696598,9.99974605642084e-06,9.99970564923005e-06,"Halichoeres hartzfeldii"
"NA..597",9.99109008695558e-06,0.0032334993743798,9.9920931591689e-06,0.103367426523848,9.99818472446097e-06,9.99897615563845e-06,NA
"NA..598",9.99950123389267e-06,9.99652038458736e-06,9.99946151720707e-06,0.0122124007708798,9.99984761838584e-06,9.99983457593547e-06,NA
"NA..599",9.99973988482842e-06,9.99854564062322e-06,9.99972380541013e-06,0.00488607701505514,9.99987842245436e-06,9.99987332954599e-06,NA
"NA..600",9.99965176874829e-06,9.99785428266526e-06,9.99963088945635e-06,0.00733758506211807,9.99986249609866e-06,9.99985615042085e-06,NA
"NA..601",9.99974485903057e-06,9.99855422561547e-06,9.99972822368952e-06,0.00488019392791354,9.99988204491183e-06,9.99987616861649e-06,NA
"NA..602",9.999507572328e-06,9.99653494721479e-06,9.99946747157788e-06,0.0122033734878025,9.99985384175667e-06,9.9998390182068e-06,NA
"NA..603",9.99877343164364e-06,9.99043192208108e-06,9.99866599563931e-06,0.034204039271444,9.99974783215945e-06,9.99971154986087e-06,NA
"NA..604",9.99965176874829e-06,9.99785428266526e-06,9.99963088945635e-06,0.00733758506211807,9.99986249609866e-06,9.99985615042085e-06,NA
"Pictichromis.porphyrea",9.9954263997196e-06,9.96061251039851e-06,9.99493892759872e-06,0.143809916557471,9.99947875572124e-06,9.9992706704634e-06,"Pictichromis porphyrea"
"NA..605",0.00938370229425154,9.9942058410298e-06,9.99680528932265e-06,0.00627239255803655,9.99940213450531e-06,9.99954089162667e-06,NA
"NA..606",0.0248468894978089,0.00738670058970791,9.98502876451338e-06,0.0113907681745642,9.99576934848703e-06,9.99818992347202e-06,NA
"NA..607",9.99973651691301e-06,9.9985383146034e-06,9.99972146879455e-06,0.00489016744790434,9.99987581012263e-06,9.99987150366432e-06,NA
"Aprion.virescens",0.0024068787635397,9.97551553617762e-06,9.99613829106312e-06,0.0850462995306214,9.99950890300273e-06,9.99943113699144e-06,"Aprion virescens"
"Chaetodon.speculum",9.99948268270712e-06,9.99649273351954e-06,9.99944766016826e-06,0.0122324282708923,9.99983437214859e-06,9.99982486757003e-06,"Chaetodon speculum"
"NA..608",9.9994241746394e-06,9.99584534676327e-06,9.99937561243748e-06,0.0146531147341686,9.99983822980487e-06,9.99982232782213e-06,NA
"Gazza.minuta",9.99960886265604e-06,9.99725138429224e-06,9.99957127683161e-06,0.00973574496285047,9.99988078700355e-06,9.999863402003e-06,"Gazza minuta"
"NA..609",9.99976700030094e-06,9.99859735475543e-06,9.99974544320496e-06,0.00485380900579398,9.99989868030045e-06,9.99988833251829e-06,NA
"NA..610",9.99918611456486e-06,9.99327546735604e-06,9.99907895277777e-06,0.0243398754868573,9.99984550787121e-06,9.99980703550628e-06,NA
"NA..611",9.99714853297966e-06,9.97426877906329e-06,9.99676308256685e-06,0.0948326494338419,9.99976153079891e-06,9.99958762266894e-06,NA
"Cymbacephalus.beauforti",0.00246828136628975,9.97844841774611e-06,9.99659076330522e-06,0.0750882893982146,9.99965236816975e-06,9.99955798251954e-06,"Cymbacephalus beauforti"
"Selar.boops",9.99879549480228e-06,9.98996535905596e-06,9.99865866691178e-06,0.0365200280214978,9.99982088913925e-06,9.99975678823276e-06,"Selar boops"
"Epinephelus.corallicola",9.9995282690461e-06,9.99711090056817e-06,9.99950358309543e-06,0.00983244087988271,9.99981628792321e-06,9.99981615551146e-06,"Epinephelus corallicola"
"Pentapodus.trivittatus",9.99914327657864e-06,9.99323194810513e-06,9.99905606893001e-06,0.0243721924202302,9.99983113288272e-06,9.99979257289582e-06,"Pentapodus trivittatus"
"Parexocoetus.brachypterus",0.0200675997303004,9.98900596602146e-06,9.99359920529431e-06,0.00983736683882182,9.99901775225228e-06,9.99928279537659e-06,"Parexocoetus brachypterus"
"NA..612",9.9997636138787e-06,9.99859168994922e-06,9.9997432461137e-06,0.0048574261133188,9.9998964732559e-06,9.99988655544474e-06,NA
"Scorpaenopsis.possi",9.99897782827566e-06,9.9913404848995e-06,9.99885075545683e-06,0.0316159526109928,9.99984916381534e-06,9.99979162937608e-06,"Scorpaenopsis possi"
"NA..613",9.99969542171317e-06,9.99793766279256e-06,9.99966487051347e-06,0.00728613916997821,9.99989470938478e-06,9.99987983268066e-06,NA
"NA..614",9.9998318069743e-06,9.99924580267943e-06,9.99982162294253e-06,0.0024287130566594,9.99989823712763e-06,9.99989327821785e-06,NA
"NA..615",9.99917344266017e-06,9.99382593869845e-06,9.9991030903916e-06,0.0219860472812595,9.99980658280506e-06,9.99977818386393e-06,NA
"Pomacentrus.brachialis",9.99936095700439e-06,9.9952152641254e-06,9.99929979195958e-06,0.0170738386839573,9.99984031843873e-06,9.99981796877428e-06,"Pomacentrus brachialis"
"NA..616",9.99855828756328e-06,9.98794013921593e-06,9.99839621364074e-06,0.0438473329176459,9.99978818201217e-06,9.99971799718455e-06,NA
"Plectorhinchus.chaetodonoides",9.9989012162251e-06,9.99067404050011e-06,9.99876488851557e-06,0.0340521489928923,9.9998464717456e-06,9.99978208702962e-06,"Plectorhinchus chaetodonoides"
"NA..617",9.99932122179008e-06,9.99460947314049e-06,9.99924613217387e-06,0.0194679119863019,9.99986223893771e-06,9.99982881533346e-06,NA
"NA..618",9.99925889895004e-06,9.99396968447017e-06,9.99917267635045e-06,0.0218882541653047,9.99986715010139e-06,9.9998258499746e-06,NA
"NA..619",0.0441279531526274,9.98262102318629e-06,9.98696597643174e-06,9.97407009522668e-06,9.99807561834915e-06,9.99868755909299e-06,NA
"NA..620",9.99950830605767e-06,9.9960061684793e-06,9.99944283147458e-06,0.0145526012788748,9.99990173652076e-06,9.99986913314216e-06,NA
"Chaetodon.baronessa",9.9983391240775e-06,9.98755530950065e-06,9.9982115774631e-06,0.0441114338252261,9.99961339714638e-06,9.99958816355156e-06,"Chaetodon baronessa"
"Chaetodon.selene",9.9996923571328e-06,9.99793081893686e-06,9.999662111468e-06,0.00729011190079711,9.99989233256497e-06,9.99987804899057e-06,"Chaetodon selene"
"NA..621",9.9996973679488e-06,9.99794305656724e-06,9.99966618035182e-06,0.00728309573180013,9.99989742337711e-06,9.99988122265129e-06,NA
"NA..622",9.99955541355542e-06,9.99662653008128e-06,9.99950539125644e-06,0.0121463051948296,9.99989036228733e-06,9.99986524590594e-06,NA
